Violet 1,Violet 2,Violet 3,Violet 4,Violet 5,Violet 6,Violet 7,Violet 8,Violet 9,Violet 10,Violet 11,Violet 12,Violet 13,Violet 14,Violet 15,Violet 16,Violet 17,Violet 18,Violet 19,Violet 20,Blue 1,Blue 2,Blue 3,Blue 4,Blue 5,Blue 6,Blue 7,Blue 8,Blue 9,Blue 10,Blue 11,Blue 12,Blue 13,Blue 14,Blue 15,Blue 16,Blue 17,Blue 18,Blue 19,Blue 20,green 1,green 2,green 3,green 4,green 5,green 6,green 7,green 8,green 9,green 10,green 11,green 12,green 13,green 14,green 15,green 16,green 17,green 18,green 19,green 20,yellow 1,yellow 2,yellow 3,yellow 4,yellow 5,yellow 6,yellow 7,yellow 8,yellow 9,yellow 10,yellow 11,yellow 12,yellow 13,yellow 14,yellow 15,yellow 16,yellow 17,yellow 18,yellow 19,yellow 20,orange 1,orange 2,orange 3,orange 4,orange 5,orange 6,orange 7,orange 8,orange 9,orange 10,orange 11,orange 12,orange 13,orange 14,orange 15,orange 16,orange 17,orange 18,orange 19,orange 20,red 1,red 2,red 3,red 4,red 5,red 6,red 7,red 8,red 9,red 10,red 11,red 12,red 13,red 14,red 15,red 16,red 17,red 18,red 19,red 20,real
550.51,501.87,490.82,487.5,465.39,418.96,426.7,413.44,414.54,413.44,414.54,410.12,410.12,406.8,403.49,400.17,386.91,386.91,383.59,381.38,352.56,331.19,316.5,320.51,305.82,283.11,289.79,283.11,284.45,283.11,285.78,283.11,283.11,281.78,280.44,277.77,269.76,269.76,268.42,267.09,368.77,301.62,316.54,300.56,292.03,269.65,271.78,264.32,266.45,263.25,262.19,261.12,262.19,261.12,258.99,255.79,248.33,249.4,247.27,244.07,446.42,368.32,382.79,363.5,350.97,327.83,332.65,323.01,325.9,322.04,322.04,321.08,323.97,321.08,318.18,314.33,305.65,306.61,304.69,300.83,312.77,244.51,260.81,246.55,238.4,218.02,221.08,213.95,215.99,212.93,211.91,210.89,211.91,210.89,208.85,206.82,200.7,200.7,199.68,197.65,178.47,152.2,153.11,148.58,142.24,135.89,137.71,134.08,134.99,133.18,134.08,133.18,134.99,134.08,132.27,131.36,127.74,127.74,127.74,126.83,4.1
360.38,346.01,343.79,341.58,336.06,334.95,334.95,334.95,343.79,348.22,348.22,348.22,357.06,351.53,346.01,348.22,329.42,340.48,329.42,332.74,256.4,248.39,248.39,245.72,243.05,240.38,240.38,240.38,244.39,245.72,245.72,245.72,249.73,247.06,244.39,245.72,236.37,241.71,236.37,237.71,206.76,212.09,209.96,208.9,206.76,205.7,204.63,205.7,214.23,212.09,214.23,217.42,217.42,212.09,214.23,211.03,200.37,204.63,199.3,198.24,254.55,267.08,265.15,263.23,260.33,259.37,258.4,259.37,269.97,268.05,270.94,274.8,274.8,268.05,270.94,267.08,253.58,259.37,252.62,251.66,159.95,167.08,166.06,166.06,164.03,164.03,164.03,164.03,173.2,171.16,173.2,177.27,177.27,172.18,174.21,171.16,160.97,166.06,160.97,159.95,109.62,116.87,116.87,115.96,114.15,113.25,113.25,113.25,116.87,115.96,116.87,118.68,118.68,115.96,116.87,115.06,110.53,112.34,109.62,109.62,5.6
133.76,122.7,122.7,122.7,120.49,118.28,117.18,118.28,116.07,114.97,116.07,116.07,113.86,113.86,116.07,114.97,113.86,112.76,113.86,112.76,85.47,80.13,80.13,80.13,78.79,77.46,77.46,77.46,76.12,76.12,77.46,76.12,76.12,74.78,76.12,76.12,74.78,74.78,74.78,74.78,94.86,88.46,86.33,88.46,87.4,85.26,85.26,85.26,84.2,83.13,83.13,84.2,82.07,83.13,84.2,84.2,82.07,82.07,82.07,82.07,101.24,95.46,93.53,95.46,94.49,92.56,92.56,92.56,91.6,90.63,90.63,91.6,89.67,89.67,91.6,91.6,89.67,88.71,89.67,89.67,74.37,70.3,69.28,70.3,69.28,68.26,68.26,68.26,67.24,67.24,66.22,67.24,66.22,66.22,67.24,68.26,66.22,65.2,66.22,66.22,39.86,38.96,38.05,38.05,38.05,37.14,37.14,37.14,37.14,36.24,36.24,36.24,36.24,36.24,36.24,37.14,36.24,35.33,36.24,35.33,7.8
229.93,234.35,232.14,231.04,232.14,228.83,229.93,228.83,226.62,222.19,222.19,219.98,227.72,224.41,219.98,217.77,217.77,221.09,219.98,221.09,162.92,166.93,165.59,165.59,168.27,165.59,166.93,165.59,164.26,161.59,161.59,160.25,165.59,162.92,160.25,158.92,157.58,160.25,160.25,160.25,149.21,154.54,152.41,152.41,153.47,153.47,152.41,152.41,151.34,148.15,149.21,148.15,149.21,150.28,146.01,149.21,146.01,148.15,148.15,147.08,173.56,181.27,179.34,178.38,181.27,180.3,180.3,179.34,178.38,175.48,176.45,175.48,176.45,177.41,172.59,176.45,172.59,174.52,174.52,174.52,116.14,122.26,121.24,120.22,122.26,121.24,121.24,120.22,120.22,118.18,118.18,118.18,119.2,119.2,116.14,119.2,117.16,117.16,118.18,117.16,75.19,80.63,79.72,78.82,80.63,79.72,79.72,79.72,78.82,77.01,77.91,77.01,77.91,77.91,76.1,77.91,76.1,77.01,77.01,76.1,5.2
286.31,291.84,280.78,276.36,302.89,292.94,287.42,289.63,288.52,289.63,297.37,305.1,325,328.32,323.9,323.9,322.79,323.9,323.9,322.79,192.3,194.97,189.63,186.96,194.97,189.63,188.3,190.97,190.97,190.97,194.97,198.98,208.33,211,208.33,208.33,208.33,208.33,208.33,208.33,177.99,182.25,174.79,174.79,208.9,184.38,184.38,183.32,183.32,184.38,189.71,192.91,202.5,204.63,201.44,200.37,201.44,202.5,201.44,200.37,210.19,215.02,207.3,207.3,238.16,215.02,215.98,215.02,215.98,216.94,222.73,227.55,239.12,242.01,238.16,238.16,238.16,240.08,239.12,237.19,144.67,147.73,142.63,142.63,171.16,151.8,151.8,150.78,150.78,151.8,155.88,159.95,168.1,170.14,167.08,167.08,167.08,168.1,167.08,166.06,91.5,93.31,90.6,89.69,95.13,89.69,90.6,90.6,91.5,91.5,93.31,95.13,99.66,100.56,98.75,98.75,98.75,99.66,98.75,98.75,6.8
186.82,185.72,185.72,187.93,189.03,189.03,193.45,208.93,211.14,210.04,207.82,206.72,206.72,205.61,206.72,207.82,210.04,210.04,208.93,207.82,136.21,134.88,136.21,137.55,140.22,140.22,142.89,153.58,154.91,153.58,152.24,152.24,152.24,150.9,152.24,153.58,154.91,154.91,153.58,153.58,120.44,121.5,122.57,123.63,124.7,124.7,130.03,141.75,142.82,141.75,140.69,139.62,139.62,139.62,140.69,140.69,141.75,141.75,141.75,141.75,142.7,143.67,145.59,146.56,147.52,148.49,154.27,165.84,167.77,165.84,164.88,163.91,163.91,163.91,164.88,165.84,167.77,166.81,165.84,166.81,94.75,95.77,97.8,97.8,98.82,99.84,102.9,111.05,113.09,111.05,111.05,110.03,110.03,110.03,111.05,111.05,112.07,112.07,112.07,112.07,64.32,64.32,66.14,67.04,67.04,67.04,69.76,73.38,73.38,73.38,72.48,71.57,72.48,71.57,72.48,72.48,73.38,73.38,72.48,72.48,8.2
128.23,127.13,127.13,128.23,128.23,129.34,130.44,131.55,131.55,131.55,129.34,129.34,128.23,128.23,128.23,128.23,128.23,126.02,127.13,128.23,93.48,92.15,93.48,93.48,94.82,94.82,96.15,96.15,96.15,96.15,94.82,94.82,94.82,94.82,94.82,94.82,93.48,93.48,93.48,94.82,82.07,83.13,83.13,84.2,85.26,85.26,85.26,87.4,87.4,86.33,86.33,85.26,85.26,85.26,85.26,85.26,84.2,84.2,84.2,84.2,97.38,99.31,99.31,100.28,100.28,101.24,102.2,103.17,104.13,103.17,102.2,102.2,101.24,101.24,101.24,101.24,100.28,100.28,100.28,100.28,65.2,66.22,66.22,67.24,67.24,68.26,68.26,69.28,69.28,69.28,68.26,68.26,68.26,68.26,68.26,68.26,67.24,67.24,67.24,67.24,45.3,46.2,46.2,47.11,47.11,47.11,47.11,48.02,48.02,48.02,47.11,47.11,47.11,46.2,46.2,46.2,46.2,45.3,46.2,46.2,4.2
112.76,111.65,110.54,108.33,110.54,109.44,107.23,106.12,107.23,107.23,106.12,107.23,108.33,109.44,109.44,109.44,111.65,116.07,118.28,117.18,78.79,77.46,76.12,74.78,77.46,76.12,74.78,74.78,74.78,74.78,74.78,74.78,74.78,76.12,76.12,76.12,77.46,80.13,81.46,80.13,74.61,74.61,74.61,74.61,73.54,74.61,72.47,72.47,72.47,72.47,72.47,72.47,74.61,73.54,74.61,75.67,77.8,81,81,81,84.85,84.85,84.85,84.85,83.89,84.85,82.92,82.92,82.92,82.92,83.89,82.92,84.85,84.85,84.85,85.81,88.71,91.6,91.6,92.56,60.11,60.11,60.11,60.11,60.11,60.11,59.09,59.09,59.09,59.09,59.09,59.09,61.13,60.11,61.13,62.15,64.18,66.22,66.22,66.22,38.96,38.96,38.05,38.05,38.05,38.05,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14,37.14,38.05,38.96,39.86,39.86,39.86,5.2
248.73,249.83,249.83,250.94,254.25,257.57,257.57,257.57,257.57,257.57,258.67,257.57,257.57,258.67,257.57,256.46,255.36,254.25,254.25,252.04,188.3,189.63,189.63,190.97,194.97,197.65,197.65,197.65,197.65,197.65,198.98,197.65,197.65,198.98,197.65,196.31,196.31,194.97,194.97,193.64,156.67,156.67,159.87,159.87,162,163.07,164.13,163.07,164.13,163.07,165.2,165.2,164.13,164.13,164.13,164.13,162,162,162,160.94,192.84,194.77,198.62,200.55,202.48,204.41,206.34,205.37,206.34,205.37,208.27,207.3,207.3,207.3,207.3,206.34,203.45,203.45,204.41,202.48,121.24,122.26,124.29,125.31,126.33,127.35,128.37,127.35,128.37,127.35,128.37,128.37,128.37,128.37,128.37,128.37,126.33,126.33,127.35,126.33,89.69,90.6,91.5,92.41,93.31,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,93.31,92.41,92.41,92.41,91.5,7.1
129.34,147.02,143.71,141.5,141.5,141.5,141.5,140.39,139.29,139.29,138.18,137.08,135.97,135.97,135.97,135.97,135.97,135.97,134.86,134.86,90.81,101.49,100.16,98.82,98.82,98.82,98.82,97.49,97.49,96.15,96.15,94.82,94.82,94.82,94.82,94.82,94.82,94.82,93.48,93.48,100.19,95.92,94.86,93.79,93.79,93.79,93.79,92.72,92.72,92.72,91.66,91.66,90.59,90.59,90.59,90.59,90.59,90.59,90.59,89.53,115.7,110.88,109.92,107.99,107.99,108.95,108.95,107.99,107.03,107.03,106.06,105.1,105.1,104.13,105.1,105.1,105.1,104.13,104.13,104.13,80.49,77.43,77.43,75.39,76.41,76.41,76.41,76.41,76.41,75.39,75.39,74.37,74.37,74.37,74.37,74.37,74.37,74.37,74.37,73.35,50.73,48.92,48.92,48.02,48.02,48.02,48.02,47.11,47.11,47.11,46.2,46.2,46.2,46.2,46.2,46.2,46.2,45.3,45.3,45.3,4.9
132.65,158.08,152.55,151.45,150.34,149.24,149.24,150.34,152.55,152.55,150.34,152.55,149.24,148.13,149.24,151.45,151.45,148.13,148.13,163.61,92.15,105.5,101.49,101.49,102.83,100.16,100.16,101.49,102.83,102.83,101.49,102.83,101.49,100.16,100.16,102.83,101.49,100.16,100.16,109.51,86.33,112.97,108.71,105.51,105.51,106.58,107.65,107.65,108.71,109.78,108.71,107.65,106.58,105.51,107.65,107.65,108.71,106.58,108.71,116.17,100.28,124.38,119.56,117.63,117.63,117.63,119.56,118.6,120.52,120.52,120.52,119.56,117.63,117.63,119.56,119.56,120.52,118.6,120.52,128.24,68.26,87.62,85.58,82.52,83.54,84.56,85.58,85.58,86.6,86.6,85.58,85.58,84.56,84.56,85.58,85.58,86.6,85.58,86.6,91.69,42.58,48.92,47.11,46.2,46.2,48.02,48.02,48.02,48.92,48.92,48.02,48.02,48.02,48.02,48.02,48.02,48.02,48.02,48.02,49.83,7.8
226.62,201.19,206.72,200.09,201.19,202.3,207.82,204.51,208.93,203.4,204.51,197.88,191.24,189.03,194.56,192.35,181.29,194.56,208.93,206.72,164.26,145.56,154.91,148.23,149.57,150.9,154.91,152.24,154.91,150.9,150.9,146.9,141.56,140.22,142.89,141.56,134.88,144.23,153.58,150.9,143.88,123.63,131.09,126.83,126.83,127.9,134.29,128.96,134.29,133.22,130.03,128.96,123.63,122.57,122.57,125.76,122.57,130.03,137.49,132.16,175.48,146.56,162.95,153.31,154.27,156.2,162.95,156.2,162.95,160.06,155.24,155.24,148.49,146.56,147.52,149.45,145.59,156.2,164.88,158.13,113.09,97.8,102.9,99.84,100.86,101.88,105.96,102.9,106.97,105.96,102.9,102.9,98.82,97.8,98.82,99.84,97.8,103.92,110.03,105.96,77.01,66.14,72.48,69.76,71.57,71.57,75.19,70.66,74.29,72.48,70.66,70.66,67.95,67.04,67.04,67.95,66.14,70.66,73.38,70.66,3.5
65.22,65.22,64.12,63.01,63.01,64.12,65.22,69.64,58.59,59.69,59.69,68.54,70.75,71.85,76.28,74.06,76.28,75.17,75.17,75.17,48.08,48.08,46.74,46.74,46.74,48.08,48.08,50.75,41.4,42.73,42.73,49.41,50.75,50.75,54.75,53.42,53.42,53.42,53.42,53.42,43.7,43.7,43.7,43.7,43.7,43.7,44.76,42.63,41.57,41.57,43.7,47.96,49.03,50.09,52.22,52.22,54.36,51.16,52.22,51.16,51.1,51.1,50.14,50.14,50.14,51.1,52.07,48.21,46.28,47.25,49.17,54.96,55.92,57.85,59.78,59.78,61.71,57.85,59.78,58.82,34.64,34.64,34.64,33.62,34.64,34.64,35.66,34.64,34.64,34.64,35.66,38.71,38.71,40.75,41.77,42.79,43.81,40.75,42.79,41.77,23.55,22.65,22.65,22.65,22.65,22.65,23.55,24.46,23.55,23.55,23.55,23.55,24.46,25.37,26.27,26.27,26.27,25.37,26.27,25.37,5.4
250.94,252.04,246.51,244.3,248.73,245.41,238.78,242.09,243.2,243.2,247.62,249.83,249.83,255.36,258.67,258.67,259.78,261.99,266.41,270.83,174.94,178.95,176.28,176.28,178.95,177.61,173.61,176.28,177.61,176.28,178.95,181.62,180.28,184.29,186.96,186.96,186.96,188.3,189.63,192.3,172.66,173.73,171.59,169.46,168.4,165.2,163.07,164.13,165.2,166.26,167.33,168.4,166.26,170.53,171.59,171.59,172.66,173.73,175.86,176.92,196.7,198.62,197.66,195.73,194.77,192.84,188.98,192.84,192.84,194.77,195.73,197.66,196.7,202.48,203.45,203.45,205.37,207.3,210.19,211.16,131.43,133.46,132.44,131.43,130.41,128.37,126.33,127.35,127.35,128.37,129.39,130.41,129.39,133.46,133.46,133.46,135.5,136.52,137.54,138.56,79.72,82.44,82.44,82.44,81.54,81.54,79.72,80.63,81.54,81.54,82.44,83.35,83.35,85.16,86.07,86.07,86.07,86.97,87.88,87.88,6.6
155.87,156.97,154.76,151.45,148.13,148.13,147.02,149.24,153.66,154.76,158.08,155.87,156.97,156.97,158.08,156.97,154.76,154.76,153.66,154.76,106.84,108.17,106.84,104.16,101.49,102.83,101.49,102.83,106.84,108.17,110.84,109.51,109.51,109.51,110.84,110.84,108.17,108.17,108.17,108.17,105.51,106.58,103.38,103.38,102.32,102.32,99.12,103.38,106.58,107.65,107.65,107.65,108.71,108.71,107.65,108.71,105.51,105.51,107.65,106.58,119.56,119.56,116.67,116.67,114.74,114.74,112.81,116.67,120.52,121.49,122.45,122.45,123.42,123.42,123.42,123.42,119.56,119.56,121.49,121.49,83.54,84.56,82.52,82.52,81.5,81.5,79.47,82.52,84.56,85.58,85.58,85.58,86.6,86.6,86.6,86.6,84.56,84.56,85.58,85.58,50.73,51.64,50.73,49.83,48.92,48.92,48.02,49.83,51.64,51.64,52.55,51.64,52.55,52.55,52.55,52.55,50.73,50.73,51.64,51.64,3.8
177.98,204.51,207.82,206.72,205.61,202.3,205.61,205.61,206.72,206.72,206.72,206.72,206.72,206.72,205.61,205.61,205.61,204.51,203.4,202.3,126.87,142.89,145.56,144.23,144.23,141.56,144.23,144.23,145.56,145.56,145.56,145.56,145.56,145.56,144.23,144.23,144.23,144.23,142.89,142.89,123.63,143.88,144.95,144.95,144.95,144.95,146.01,146.01,146.01,146.01,147.08,147.08,147.08,147.08,146.01,146.01,146.01,144.95,144.95,144.95,143.67,164.88,165.84,165.84,165.84,165.84,166.81,166.81,167.77,167.77,167.77,167.77,167.77,167.77,167.77,167.77,166.81,165.84,166.81,165.84,97.8,113.09,114.11,114.11,114.11,114.11,114.11,115.12,115.12,115.12,116.14,116.14,116.14,116.14,115.12,115.12,115.12,115.12,115.12,114.11,66.14,73.38,72.48,71.57,71.57,71.57,72.48,72.48,72.48,72.48,72.48,72.48,72.48,72.48,71.57,71.57,72.48,71.57,71.57,71.57,8
149.24,144.81,141.5,135.97,138.18,137.08,138.18,137.08,135.97,137.08,138.18,137.08,135.97,135.97,135.97,134.86,132.65,128.23,132.65,137.08,108.17,105.5,104.16,100.16,101.49,101.49,101.49,101.49,100.16,100.16,101.49,101.49,100.16,100.16,100.16,98.82,97.49,94.82,97.49,101.49,94.86,92.72,91.66,90.59,90.59,90.59,90.59,89.53,89.53,90.59,90.59,89.53,89.53,89.53,89.53,89.53,89.53,86.33,87.4,89.53,112.81,110.88,108.95,107.99,108.95,107.99,108.95,107.03,107.03,108.95,107.99,107.99,107.03,107.03,107.03,107.03,107.03,103.17,105.1,107.03,74.37,74.37,73.35,72.33,72.33,72.33,72.33,72.33,72.33,73.35,72.33,72.33,72.33,72.33,72.33,72.33,72.33,69.28,70.3,72.33,50.73,50.73,49.83,49.83,49.83,48.92,49.83,48.92,48.92,49.83,48.92,48.92,48.92,48.92,48.92,48.92,48.92,47.11,47.11,48.02,5.2
105.02,100.6,97.28,96.17,95.07,96.17,93.96,93.96,93.96,91.75,92.86,92.86,93.96,95.07,95.07,96.17,96.17,97.28,96.17,98.38,73.45,70.78,68.11,68.11,68.11,68.11,66.77,66.77,66.77,65.44,65.44,66.77,66.77,68.11,68.11,68.11,68.11,69.44,68.11,69.44,69.28,67.15,65.01,65.01,63.95,65.01,63.95,63.95,62.88,62.88,62.88,62.88,63.95,65.01,65.01,65.01,66.08,66.08,66.08,67.15,79.06,76.17,75.21,74.24,74.24,75.21,73.28,73.28,72.31,71.35,72.31,72.31,74.24,74.24,74.24,75.21,76.17,76.17,76.17,77.14,56.03,54,52.98,51.96,51.96,52.98,51.96,51.96,50.94,50.94,50.94,50.94,51.96,51.96,52.98,52.98,52.98,52.98,52.98,54,34.43,33.52,33.52,33.52,32.61,33.52,32.61,32.61,32.61,31.71,31.71,32.61,32.61,32.61,32.61,33.52,33.52,33.52,33.52,33.52,4.7
43.11,47.53,47.53,46.43,46.43,46.43,45.32,46.43,46.43,46.43,46.43,47.53,44.22,44.22,47.53,47.53,47.53,47.53,47.53,47.53,32.05,36.06,34.72,34.72,34.72,34.72,34.72,34.72,34.72,34.72,34.72,34.72,33.39,33.39,34.72,36.06,34.72,36.06,36.06,36.06,29.84,33.04,33.04,33.04,33.04,33.04,31.97,33.04,33.04,33.04,33.04,33.04,33.04,29.84,33.04,33.04,34.11,30.91,31.97,34.11,33.75,37.6,36.64,36.64,37.6,36.64,36.64,37.6,37.6,37.6,37.6,37.6,37.6,33.75,37.6,37.6,38.57,35.68,36.64,38.57,22.41,24.45,24.45,24.45,24.45,24.45,24.45,24.45,24.45,25.47,25.47,24.45,25.47,22.41,25.47,25.47,25.47,23.43,24.45,25.47,15.4,17.21,17.21,17.21,17.21,17.21,17.21,17.21,17.21,17.21,17.21,17.21,17.21,15.4,17.21,17.21,17.21,16.31,17.21,17.21,5.2
91.75,88.44,81.8,75.17,82.91,82.91,82.91,84.01,85.12,85.12,86.22,86.22,85.12,92.86,89.54,89.54,91.75,93.96,89.54,85.12,68.11,65.44,61.43,56.09,62.77,62.77,62.77,62.77,64.1,64.1,64.1,64.1,64.1,69.44,66.77,66.77,68.11,69.44,66.77,64.1,56.49,53.29,50.09,50.09,55.42,53.29,53.29,54.36,54.36,54.36,54.36,55.42,55.42,58.62,56.49,58.62,58.62,58.62,57.55,53.29,67.49,63.64,59.78,59.78,65.57,63.64,63.64,65.57,64.6,65.57,65.57,65.57,66.53,70.39,67.49,69.42,69.42,70.39,68.46,63.64,45.85,42.79,40.75,39.73,43.81,42.79,42.79,43.81,43.81,43.81,43.81,43.81,43.81,46.86,44.83,46.86,46.86,46.86,45.85,42.79,34.43,31.71,28.99,29.9,32.61,31.71,31.71,32.61,32.61,32.61,32.61,32.61,32.61,35.33,33.52,34.43,34.43,34.43,34.43,31.71,6.3
61.91,56.38,49.75,47.53,45.32,42.01,40.9,40.9,39.8,39.8,39.8,40.9,38.69,38.69,38.69,38.69,37.59,37.59,37.59,37.59,44.07,40.06,36.06,34.72,32.05,30.72,30.72,29.38,29.38,29.38,29.38,29.38,28.04,28.04,28.04,28.04,28.04,28.04,28.04,28.04,42.63,38.37,36.24,34.11,31.97,29.84,28.78,28.78,28.78,27.71,28.78,29.84,28.78,27.71,27.71,27.71,27.71,27.71,27.71,27.71,47.25,42.42,39.53,37.6,34.71,32.78,32.78,32.78,31.82,30.85,31.82,32.78,31.82,30.85,30.85,30.85,30.85,30.85,29.89,30.85,33.62,30.56,28.53,26.49,25.47,23.43,22.41,22.41,22.41,21.39,22.41,23.43,22.41,22.41,21.39,21.39,21.39,21.39,21.39,21.39,21.74,19.93,18.12,17.21,16.31,15.4,14.5,14.5,14.5,14.5,14.5,15.4,14.5,14.5,14.5,14.5,14.5,13.59,13.59,13.59,4.9
80.7,75.17,71.85,72.96,74.06,75.17,75.17,75.17,75.17,77.38,77.38,76.28,74.06,76.28,76.28,75.17,74.06,75.17,74.06,72.96,57.42,53.42,52.08,53.42,54.75,54.75,54.75,54.75,54.75,56.09,56.09,56.09,53.42,56.09,54.75,54.75,53.42,54.75,54.75,53.42,49.03,49.03,47.96,49.03,50.09,50.09,51.16,51.16,51.16,51.16,51.16,51.16,51.16,50.09,51.16,50.09,50.09,50.09,50.09,49.03,56.89,56.89,55.92,56.89,57.85,57.85,58.82,58.82,58.82,58.82,59.78,59.78,59.78,58.82,58.82,58.82,57.85,57.85,57.85,57.85,38.71,38.71,38.71,38.71,39.73,39.73,39.73,40.75,40.75,40.75,40.75,40.75,40.75,40.75,40.75,40.75,39.73,39.73,39.73,39.73,27.18,27.18,27.18,27.18,28.08,28.08,28.08,28.08,28.08,28.08,28.08,28.08,28.08,28.08,28.08,28.08,27.18,27.18,27.18,27.18,7.5
100.6,92.86,90.65,86.22,82.91,80.7,79.59,78.49,78.49,77.38,78.49,79.59,84.01,80.7,78.49,79.59,81.8,81.8,78.49,78.49,74.78,69.44,68.11,64.1,61.43,60.09,60.09,58.76,58.76,58.76,58.76,60.09,62.77,61.43,58.76,60.09,61.43,61.43,60.09,60.09,63.95,59.68,57.55,56.49,54.36,53.29,52.22,52.22,52.22,52.22,52.22,52.22,55.42,54.36,52.22,54.36,54.36,54.36,52.22,53.29,75.21,71.35,68.46,66.53,64.6,62.67,61.71,61.71,61.71,61.71,61.71,61.71,65.57,63.64,61.71,64.6,63.64,64.6,61.71,63.64,50.94,47.88,45.85,44.83,43.81,42.79,41.77,41.77,41.77,41.77,41.77,41.77,44.83,43.81,41.77,43.81,43.81,43.81,41.77,42.79,37.14,34.43,33.52,32.61,31.71,30.8,29.9,29.9,29.9,29.9,29.9,29.9,31.71,30.8,29.9,30.8,30.8,30.8,29.9,30.8,5.3
101.7,112.76,105.02,107.23,108.33,107.23,106.12,106.12,105.02,105.02,106.12,106.12,107.23,107.23,108.33,108.33,108.33,109.44,108.33,109.44,70.78,76.12,70.78,73.45,72.11,72.11,72.11,70.78,70.78,70.78,70.78,72.11,72.11,72.11,73.45,73.45,73.45,73.45,73.45,73.45,65.01,75.67,70.34,73.54,74.61,73.54,74.61,73.54,72.47,72.47,72.47,74.61,74.61,74.61,76.74,76.74,76.74,75.67,75.67,76.74,74.24,84.85,78.1,81.96,82.92,81.96,81.96,80.99,80.99,80.03,80.99,82.92,82.92,82.92,83.89,84.85,84.85,83.89,83.89,84.85,52.98,62.15,57.05,60.11,61.13,60.11,60.11,60.11,60.11,59.09,60.11,61.13,61.13,61.13,62.15,62.15,62.15,62.15,61.13,62.15,33.52,37.14,34.43,35.33,35.33,35.33,35.33,34.43,34.43,34.43,34.43,35.33,35.33,35.33,35.33,35.33,35.33,35.33,35.33,36.24,5.2
95.07,91.75,89.54,85.12,81.8,84.01,82.91,84.01,84.01,81.8,81.8,77.38,79.59,80.7,81.8,80.7,80.7,81.8,80.7,79.59,69.44,66.77,65.44,62.77,60.09,61.43,61.43,62.77,61.43,60.09,60.09,57.42,58.76,60.09,60.09,60.09,60.09,60.09,60.09,58.76,62.88,62.88,60.75,57.55,58.62,58.62,57.55,57.55,58.62,56.49,55.42,56.49,55.42,54.36,57.55,56.49,55.42,55.42,56.49,55.42,71.35,72.31,70.39,66.53,67.49,66.53,65.57,66.53,67.49,65.57,63.64,65.57,64.6,62.67,65.57,64.6,64.6,64.6,65.57,64.6,47.88,48.9,46.86,43.81,44.83,44.83,43.81,43.81,44.83,42.79,42.79,43.81,42.79,41.77,43.81,43.81,42.79,42.79,43.81,42.79,32.61,33.52,31.71,29.9,30.8,29.9,29.9,29.9,30.8,28.99,28.99,29.9,28.99,28.08,29.9,28.99,28.99,28.99,28.99,28.99,4.2
106.12,102.81,99.49,100.6,99.49,99.49,98.38,97.28,98.38,96.17,96.17,96.17,95.07,96.17,96.17,93.96,96.17,95.07,95.07,95.07,73.45,70.78,69.44,69.44,69.44,69.44,68.11,68.11,68.11,66.77,68.11,68.11,66.77,66.77,66.77,65.44,68.11,66.77,66.77,66.77,68.21,69.28,67.15,63.95,67.15,66.08,67.15,65.01,66.08,66.08,60.75,65.01,65.01,63.95,65.01,65.01,65.01,63.95,65.01,60.75,77.14,78.1,76.17,72.31,75.21,75.21,75.21,74.24,75.21,74.24,68.46,74.24,73.28,73.28,74.24,74.24,74.24,73.28,73.28,69.42,55.02,55.02,54,50.94,54,54,54,52.98,54,52.98,48.9,52.98,51.96,51.96,52.98,52.98,52.98,51.96,51.96,48.9,36.24,35.33,34.43,33.52,34.43,34.43,34.43,33.52,34.43,33.52,31.71,33.52,33.52,32.61,33.52,33.52,33.52,32.61,33.52,31.71,4.5
131.55,128.23,129.34,128.23,119.39,122.7,130.44,127.13,117.18,122.7,121.6,120.49,120.49,120.49,122.7,121.6,122.7,123.81,121.6,123.81,92.15,90.81,90.81,90.81,84.13,85.47,90.81,89.47,82.8,86.8,86.8,85.47,85.47,85.47,86.8,86.8,86.8,88.14,86.8,88.14,85.26,85.26,85.26,83.13,83.13,83.13,81,83.13,82.07,76.74,81,81,81,81,82.07,82.07,81,83.13,83.13,83.13,98.35,99.31,98.35,96.42,96.42,96.42,93.53,97.38,94.49,88.71,94.49,93.53,94.49,94.49,95.46,95.46,94.49,96.42,96.42,95.46,67.24,67.24,67.24,66.22,66.22,66.22,65.2,67.24,65.2,61.13,65.2,65.2,65.2,65.2,66.22,66.22,65.2,67.24,67.24,66.22,43.49,43.49,43.49,42.58,42.58,41.67,41.67,43.49,42.58,39.86,42.58,42.58,42.58,42.58,42.58,42.58,42.58,43.49,43.49,42.58,7
