Violet 1,Violet 2,Violet 3,Violet 4,Violet 5,Violet 6,Violet 7,Violet 8,Violet 9,Violet 10,Violet 11,Violet 12,Violet 13,Violet 14,Violet 15,Violet 16,Violet 17,Violet 18,Violet 19,Violet 20,Blue 1,Blue 2,Blue 3,Blue 4,Blue 5,Blue 6,Blue 7,Blue 8,Blue 9,Blue 10,Blue 11,Blue 12,Blue 13,Blue 14,Blue 15,Blue 16,Blue 17,Blue 18,Blue 19,Blue 20,green 1,green 2,green 3,green 4,green 5,green 6,green 7,green 8,green 9,green 10,green 11,green 12,green 13,green 14,green 15,green 16,green 17,green 18,green 19,green 20,yellow 1,yellow 2,yellow 3,yellow 4,yellow 5,yellow 6,yellow 7,yellow 8,yellow 9,yellow 10,yellow 11,yellow 12,yellow 13,yellow 14,yellow 15,yellow 16,yellow 17,yellow 18,yellow 19,yellow 20,orange 1,orange 2,orange 3,orange 4,orange 5,orange 6,orange 7,orange 8,orange 9,orange 10,orange 11,orange 12,orange 13,orange 14,orange 15,orange 16,orange 17,orange 18,orange 19,orange 20,red 1,red 2,red 3,red 4,red 5,red 6,red 7,red 8,red 9,red 10,red 11,red 12,red 13,red 14,red 15,red 16,red 17,red 18,red 19,red 20,real
86.22,114.97,107.23,108.33,107.23,127.13,123.81,116.07,114.97,100.6,98.38,90.65,92.86,97.28,100.6,99.49,100.6,100.6,101.7,99.49,65.44,84.13,80.13,81.46,78.79,93.48,92.15,86.8,85.47,72.11,72.11,68.11,69.44,72.11,74.78,73.45,73.45,73.45,74.78,73.45,60.75,78.87,72.47,73.54,108.71,78.87,79.93,76.74,74.61,66.08,62.88,59.68,63.95,65.01,67.15,67.15,67.15,66.08,67.15,66.08,72.31,92.56,85.81,87.74,121.49,93.53,95.46,91.6,88.71,78.1,75.21,70.39,75.21,77.14,79.06,79.06,79.06,78.1,79.06,79.06,48.9,63.17,57.05,58.07,86.6,63.17,64.18,61.13,59.09,52.98,49.92,46.86,50.94,51.96,54,54,54,52.98,54,54,34.43,42.58,39.86,38.96,48.92,42.58,44.39,42.58,39.86,33.52,33.52,32.61,34.43,35.33,35.33,35.33,35.33,35.33,36.24,35.33,9.2
138.18,135.97,133.76,131.55,130.44,128.23,128.23,127.13,126.02,126.02,126.02,124.92,124.92,119.39,124.92,123.81,124.92,123.81,121.6,124.92,96.15,94.82,92.15,90.81,90.81,89.47,89.47,89.47,88.14,88.14,88.14,88.14,88.14,84.13,86.8,86.8,86.8,86.8,85.47,88.14,91.66,90.59,86.33,88.46,87.4,87.4,86.33,85.26,85.26,83.13,85.26,86.33,85.26,83.13,85.26,85.26,84.2,85.26,85.26,85.26,105.1,104.13,98.35,101.24,100.28,100.28,99.31,98.35,98.35,95.46,98.35,98.35,98.35,96.42,98.35,97.38,97.38,98.35,98.35,98.35,72.33,72.33,69.28,70.3,70.3,69.28,69.28,68.26,68.26,66.22,68.26,68.26,68.26,66.22,68.26,68.26,67.24,68.26,68.26,68.26,47.11,47.11,44.39,45.3,45.3,44.39,44.39,43.49,43.49,42.58,43.49,43.49,43.49,42.58,43.49,43.49,42.58,43.49,43.49,43.49,4.5
326.11,321.69,323.9,322.79,320.58,321.69,317.26,312.84,310.63,315.05,310.63,305.1,297.37,296.26,294.05,289.63,292.94,298.47,309.53,308.42,211,209.66,209.66,211,209.66,209.66,208.33,205.66,205.66,206.99,204.32,201.65,197.65,196.31,196.31,193.64,194.97,197.65,202.99,202.99,199.3,204.63,205.7,201.44,203.57,202.5,199.3,199.3,199.3,199.3,197.17,191.84,190.78,189.71,189.71,183.32,190.78,193.98,197.17,196.11,232.37,239.12,240.08,237.19,238.16,238.16,234.3,234.3,234.3,234.3,231.41,225.62,223.69,222.73,222.73,215.98,223.69,227.55,232.37,230.44,159.95,165.05,166.06,163.01,164.03,164.03,160.97,161.99,160.97,161.99,159.95,155.88,154.86,154.86,153.84,148.74,154.86,157.91,160.97,159.95,99.66,102.37,102.37,101.47,101.47,101.47,100.56,100.56,99.66,99.66,98.75,96.94,96.03,95.13,95.13,92.41,95.13,96.03,97.84,96.94,5.9
170.24,166.92,164.71,164.71,163.61,163.61,164.71,164.71,163.61,163.61,162.5,163.61,163.61,162.5,161.4,160.29,159.18,161.4,161.4,162.5,114.85,113.51,112.18,112.18,112.18,110.84,112.18,112.18,112.18,112.18,110.84,110.84,110.84,110.84,110.84,109.51,109.51,109.51,109.51,110.84,112.97,114.04,111.91,112.97,111.91,112.97,114.04,112.97,112.97,112.97,112.97,112.97,114.04,112.97,111.91,110.84,110.84,111.91,111.91,112.97,127.27,128.24,126.31,127.27,126.31,126.31,127.27,127.27,127.27,127.27,126.31,127.27,128.24,126.31,126.31,125.35,124.38,126.31,126.31,127.27,89.65,90.67,89.65,90.67,89.65,89.65,90.67,90.67,90.67,90.67,89.65,90.67,90.67,89.65,89.65,88.64,88.64,89.65,89.65,90.67,53.45,54.36,53.45,53.45,53.45,53.45,53.45,53.45,52.55,52.55,52.55,52.55,52.55,52.55,52.55,51.64,51.64,51.64,52.55,52.55,7.5
37.59,36.48,35.37,37.59,36.48,35.37,35.37,36.48,35.37,36.48,36.48,35.37,35.37,35.37,35.37,35.37,35.37,35.37,35.37,35.37,28.04,28.04,26.71,28.04,28.04,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.71,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,25.58,26.64,26.64,25.58,25.58,26.64,25.58,25.58,26.64,25.58,25.58,26.64,29.89,28.93,28.93,29.89,29.89,28.93,28.93,29.89,28.93,28.93,28.93,28.93,28.93,29.89,28.93,28.93,29.89,28.93,28.93,28.93,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,13.59,12.68,13.59,13.59,13.59,13.59,12.68,13.59,12.68,12.68,12.68,12.68,12.68,12.68,12.68,12.68,12.68,12.68,12.68,12.68,3.1
86.22,77.38,81.8,77.38,74.06,71.85,71.85,71.85,70.75,71.85,70.75,71.85,71.85,72.96,72.96,71.85,74.06,72.96,71.85,69.64,62.77,56.09,58.76,56.09,53.42,52.08,52.08,52.08,52.08,52.08,52.08,52.08,52.08,53.42,53.42,52.08,53.42,52.08,52.08,50.75,56.49,57.55,55.42,51.16,50.09,49.03,49.03,49.03,49.03,50.09,50.09,50.09,50.09,50.09,51.16,50.09,50.09,50.09,50.09,50.09,64.6,65.57,62.67,58.82,57.85,56.89,55.92,55.92,56.89,56.89,56.89,56.89,56.89,57.85,57.85,57.85,57.85,57.85,56.89,56.89,43.81,44.83,43.81,40.75,39.73,39.73,38.71,38.71,39.73,39.73,39.73,39.73,39.73,39.73,40.75,39.73,39.73,39.73,39.73,39.73,30.8,30.8,29.9,28.08,27.18,27.18,26.27,26.27,27.18,27.18,27.18,27.18,27.18,27.18,27.18,27.18,27.18,27.18,27.18,26.27,4.2
77.38,78.49,80.7,79.59,78.49,78.49,78.49,77.38,76.28,77.38,77.38,76.28,75.17,74.06,72.96,74.06,74.06,70.75,68.54,71.85,58.76,60.09,60.09,60.09,58.76,58.76,58.76,58.76,57.42,58.76,57.42,57.42,56.09,56.09,56.09,56.09,56.09,53.42,50.75,54.75,51.16,53.29,53.29,52.22,52.22,52.22,52.22,52.22,52.22,51.16,51.16,50.09,50.09,50.09,50.09,49.03,47.96,49.03,47.96,47.96,59.78,61.71,62.67,61.71,60.74,60.74,60.74,60.74,60.74,60.74,59.78,59.78,58.82,58.82,58.82,57.85,56.89,57.85,56.89,55.92,39.73,41.77,41.77,41.77,41.77,41.77,41.77,41.77,41.77,40.75,40.75,40.75,39.73,39.73,39.73,38.71,38.71,38.71,38.71,37.7,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,28.99,28.99,28.99,28.99,28.08,28.08,28.08,28.08,27.18,28.08,27.18,27.18,6.5
90.65,96.17,92.86,93.96,93.96,92.86,92.86,90.65,90.65,89.54,89.54,90.65,89.54,89.54,90.65,89.54,90.65,90.65,88.44,86.22,62.77,66.77,64.1,65.44,65.44,65.44,65.44,64.1,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,61.43,60.09,60.75,63.95,63.95,63.95,63.95,63.95,62.88,62.88,62.88,61.82,61.82,62.88,61.82,61.82,62.88,61.82,62.88,62.88,60.75,59.68,68.46,72.31,71.35,72.31,71.35,72.31,71.35,70.39,70.39,69.42,69.42,70.39,69.42,69.42,70.39,70.39,70.39,70.39,68.46,67.49,48.9,51.96,51.96,51.96,51.96,51.96,51.96,50.94,50.94,50.94,49.92,50.94,50.94,50.94,50.94,50.94,50.94,51.96,49.92,48.9,29.9,31.71,31.71,31.71,31.71,31.71,31.71,30.8,30.8,30.8,29.9,30.8,30.8,30.8,30.8,30.8,30.8,30.8,29.9,28.99,6.3
193.45,200.09,201.19,198.98,194.56,193.45,192.35,192.35,192.35,192.35,192.35,192.35,194.56,193.45,193.45,195.66,194.56,194.56,194.56,193.45,136.21,140.22,140.22,138.89,136.21,134.88,134.88,134.88,134.88,133.54,134.88,133.54,134.88,134.88,134.88,136.21,136.21,134.88,136.21,134.88,135.36,140.69,139.62,138.55,135.36,134.29,135.36,134.29,135.36,134.29,134.29,135.36,135.36,135.36,135.36,136.42,136.42,135.36,137.49,135.36,151.38,159.09,158.13,156.2,153.31,152.34,153.31,152.34,153.31,152.34,153.31,153.31,153.31,154.27,154.27,155.24,155.24,154.27,156.2,154.27,103.92,109.01,109.01,107.99,105.96,105.96,105.96,105.96,106.97,105.96,105.96,105.96,106.97,106.97,106.97,107.99,107.99,106.97,107.99,106.97,62.51,66.14,66.14,65.23,63.42,63.42,63.42,63.42,63.42,63.42,63.42,63.42,63.42,63.42,63.42,63.42,63.42,63.42,64.32,63.42,6.3
64.12,64.12,63.01,61.91,61.91,61.91,60.8,64.12,64.12,65.22,65.22,65.22,65.22,65.22,65.22,65.22,65.22,66.33,65.22,65.22,45.4,45.4,44.07,44.07,44.07,44.07,44.07,45.4,45.4,45.4,46.74,46.74,46.74,46.74,46.74,46.74,46.74,46.74,45.4,46.74,43.7,42.63,42.63,42.63,40.5,43.7,41.57,43.7,44.76,44.76,44.76,44.76,44.76,44.76,43.7,44.76,44.76,44.76,44.76,44.76,49.17,47.25,48.21,48.21,46.28,48.21,46.28,49.17,50.14,51.1,50.14,50.14,51.1,50.14,50.14,50.14,51.1,51.1,51.1,51.1,34.64,33.62,33.62,33.62,32.6,34.64,32.6,34.64,35.66,36.68,35.66,35.66,36.68,35.66,35.66,35.66,36.68,36.68,36.68,36.68,23.55,22.65,22.65,22.65,21.74,22.65,21.74,22.65,23.55,23.55,23.55,23.55,23.55,23.55,22.65,23.55,23.55,23.55,23.55,23.55,3.4
153.66,171.34,185.72,181.29,184.61,190.14,193.45,191.24,181.29,183.5,182.4,189.03,189.03,186.82,185.72,186.82,184.61,184.61,181.29,174.66,109.51,124.2,133.54,130.87,133.54,137.55,140.22,138.89,130.87,133.54,132.21,137.55,137.55,136.21,134.88,136.21,133.54,133.54,132.21,126.87,103.38,112.97,116.17,118.3,114.04,120.44,123.63,121.5,115.11,117.24,119.37,119.37,120.44,120.44,119.37,119.37,119.37,119.37,103.38,112.97,121.49,134.99,137.88,140.77,136.92,144.63,147.52,145.59,136.92,139.81,143.67,143.67,143.67,144.63,142.7,142.7,142.7,143.67,123.42,135.95,81.5,89.65,91.69,93.73,91.69,96.79,97.8,96.79,91.69,93.73,95.77,95.77,95.77,96.79,94.75,95.77,95.77,95.77,83.54,90.67,58.89,65.23,67.04,68.85,66.14,68.85,70.66,69.76,66.14,67.04,67.95,67.95,67.95,68.85,67.95,67.95,67.95,67.95,59.79,65.23,6.6
166.92,162.5,172.45,170.24,168.03,170.24,170.24,169.13,170.24,169.13,164.71,174.66,170.24,170.24,169.13,169.13,166.92,168.03,170.24,168.03,118.85,116.18,124.2,122.86,121.53,121.53,121.53,120.19,121.53,121.53,117.52,124.2,122.86,121.53,121.53,121.53,120.19,121.53,122.86,121.53,102.32,104.45,104.45,105.51,105.51,104.45,104.45,106.58,105.51,105.51,106.58,108.71,106.58,106.58,105.51,104.45,106.58,107.65,106.58,107.65,124.38,126.31,127.27,128.24,128.24,126.31,127.27,128.24,127.27,127.27,129.2,131.13,128.24,128.24,128.24,126.31,129.2,129.2,128.24,130.17,81.5,82.52,83.54,84.56,84.56,84.56,84.56,85.58,85.58,84.56,86.6,87.62,85.58,85.58,85.58,84.56,86.6,86.6,85.58,86.6,61.61,62.51,64.32,65.23,64.32,63.42,63.42,64.32,63.42,63.42,64.32,64.32,63.42,63.42,63.42,62.51,64.32,64.32,63.42,63.42,5
142.6,134.86,128.23,127.13,130.44,129.34,129.34,129.34,129.34,128.23,127.13,124.92,128.23,124.92,124.92,123.81,121.6,121.6,121.6,121.6,98.82,93.48,90.81,90.81,93.48,92.15,92.15,92.15,92.15,90.81,90.81,88.14,90.81,88.14,88.14,88.14,86.8,86.8,86.8,86.8,93.79,90.59,87.4,87.4,88.46,88.46,88.46,88.46,90.59,88.46,87.4,87.4,89.53,87.4,83.13,85.26,84.2,84.2,84.2,84.2,106.06,102.2,100.28,101.24,102.2,101.24,102.2,101.24,103.17,101.24,100.28,100.28,102.2,99.31,95.46,97.38,96.42,96.42,96.42,96.42,74.37,72.33,70.3,70.3,71.32,71.32,71.32,71.32,72.33,71.32,70.3,71.32,72.33,70.3,67.24,69.28,68.26,67.24,68.26,68.26,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,44.39,44.39,44.39,44.39,43.49,41.67,42.58,42.58,42.58,41.67,42.58,5
161.4,159.18,156.97,156.97,158.08,154.76,154.76,159.18,155.87,154.76,154.76,153.66,152.55,152.55,153.66,154.76,150.34,153.66,154.76,203.4,112.18,110.84,109.51,109.51,109.51,108.17,108.17,110.84,108.17,108.17,108.17,108.17,106.84,106.84,106.84,108.17,105.5,108.17,109.51,140.22,109.78,110.84,108.71,107.65,109.78,108.71,107.65,108.71,109.78,108.71,107.65,108.71,107.65,107.65,108.71,108.71,104.45,105.51,121.5,156.67,123.42,124.38,123.42,122.45,124.38,123.42,122.45,122.45,124.38,123.42,121.49,123.42,122.45,121.49,123.42,123.42,119.56,120.52,136.92,175.48,86.6,87.62,86.6,85.58,87.62,86.6,86.6,86.6,87.62,86.6,86.6,86.6,86.6,86.6,87.62,86.6,84.56,84.56,95.77,122.26,52.55,52.55,52.55,51.64,52.55,52.55,51.64,51.64,52.55,51.64,51.64,51.64,51.64,51.64,52.55,51.64,50.73,50.73,57.08,67.04,5.2
80.7,82.91,80.7,79.59,82.91,80.7,79.59,87.33,77.38,74.06,77.38,79.59,79.59,79.59,78.49,77.38,76.28,75.17,75.17,74.06,60.09,62.77,61.43,61.43,64.1,61.43,61.43,66.77,58.76,57.42,60.09,61.43,61.43,61.43,60.09,60.09,58.76,58.76,57.42,57.42,53.29,53.29,52.22,53.29,54.36,53.29,53.29,55.42,50.09,49.03,51.16,51.16,52.22,52.22,51.16,51.16,50.09,49.03,49.03,47.96,63.64,62.67,62.67,62.67,64.6,63.64,63.64,66.53,60.74,59.78,61.71,61.71,63.64,62.67,61.71,60.74,59.78,59.78,58.82,57.85,41.77,41.77,40.75,41.77,42.79,41.77,41.77,43.81,39.73,38.71,39.73,40.75,40.75,40.75,39.73,39.73,38.71,38.71,38.71,38.71,30.8,30.8,30.8,30.8,31.71,30.8,30.8,32.61,29.9,28.99,29.9,30.8,30.8,30.8,29.9,29.9,28.99,28.99,28.99,28.99,5.7
211.14,205.61,219.98,374.75,191.24,281.89,195.66,202.3,196.77,173.56,166.92,176.87,177.98,177.98,168.03,148.13,147.02,145.92,144.81,145.92,138.89,132.21,142.89,216.34,125.53,174.94,129.54,132.21,129.54,117.52,114.85,120.19,120.19,120.19,114.85,102.83,101.49,101.49,101.49,101.49,149.21,149.21,156.67,257.92,158.8,155.61,149.21,148.15,127.9,121.5,121.5,127.9,130.03,128.96,112.97,104.45,102.32,102.32,103.38,103.38,162.95,161.02,170.66,279.62,171.63,169.7,161.98,161.98,141.74,134.02,134.02,141.74,142.7,141.74,125.35,115.7,114.74,114.74,115.7,114.74,114.11,116.14,122.26,214.97,124.29,122.26,117.16,115.12,99.84,95.77,95.77,100.86,101.88,100.86,88.64,82.52,81.5,81.5,82.52,81.5,63.42,61.61,66.14,103.28,65.23,65.23,63.42,62.51,56.17,54.36,54.36,57.08,57.08,57.08,51.64,48.02,48.02,48.02,48.02,48.02,3.8
109.44,108.33,106.12,103.91,105.02,105.02,93.96,93.96,91.75,91.75,89.54,91.75,91.75,90.65,90.65,91.75,91.75,90.65,91.75,90.65,74.78,74.78,73.45,72.11,72.11,73.45,64.1,64.1,64.1,64.1,62.77,64.1,64.1,62.77,62.77,64.1,64.1,62.77,64.1,62.77,73.54,72.47,72.47,71.41,71.41,68.21,65.01,61.82,60.75,61.82,60.75,60.75,62.88,61.82,60.75,62.88,62.88,61.82,62.88,61.82,81.96,80.99,80.99,80.03,80.03,76.17,73.28,69.42,69.42,70.39,69.42,69.42,71.35,70.39,69.42,71.35,71.35,70.39,71.35,70.39,58.07,58.07,58.07,58.07,57.05,55.02,52.98,50.94,49.92,50.94,49.92,49.92,50.94,50.94,49.92,50.94,50.94,50.94,51.96,50.94,35.33,34.43,35.33,34.43,34.43,33.52,31.71,30.8,30.8,30.8,30.8,29.9,30.8,30.8,29.9,30.8,30.8,30.8,30.8,30.8,7.2
187.93,180.19,177.98,180.19,183.5,179.08,177.98,179.08,176.87,175.77,177.98,177.98,180.19,180.19,182.4,177.98,180.19,179.08,179.08,179.08,126.87,121.53,120.19,121.53,124.2,121.53,120.19,121.53,120.19,118.85,120.19,120.19,121.53,121.53,122.86,120.19,120.19,120.19,120.19,120.19,126.83,125.76,124.7,126.83,127.9,125.76,125.76,124.7,123.63,124.7,124.7,123.63,126.83,128.96,127.9,125.76,125.76,126.83,125.76,124.7,140.77,139.81,137.88,140.77,141.74,139.81,139.81,138.84,137.88,138.84,138.84,137.88,140.77,143.67,142.7,139.81,139.81,140.77,139.81,138.84,99.84,99.84,98.82,100.86,101.88,99.84,100.86,99.84,98.82,99.84,99.84,98.82,100.86,102.9,102.9,100.86,100.86,101.88,100.86,100.86,61.61,60.7,59.79,59.79,60.7,59.79,59.79,58.89,58.89,58.89,58.89,57.98,58.89,59.79,59.79,58.89,57.98,58.89,58.89,57.98,5.1
82.91,81.8,84.01,84.01,85.12,86.22,86.22,87.33,87.33,86.22,86.22,85.12,82.91,81.8,80.7,80.7,81.8,82.91,82.91,81.8,61.43,61.43,62.77,64.1,64.1,64.1,65.44,65.44,65.44,64.1,64.1,64.1,62.77,61.43,61.43,61.43,61.43,62.77,62.77,61.43,55.42,55.42,56.49,56.49,56.49,57.55,58.62,59.68,58.62,58.62,57.55,56.49,55.42,55.42,55.42,55.42,55.42,55.42,55.42,55.42,64.6,65.57,66.53,66.53,66.53,68.46,69.42,70.39,69.42,68.46,67.49,66.53,65.57,65.57,65.57,65.57,65.57,64.6,65.57,66.53,42.79,43.81,44.83,44.83,44.83,45.85,45.85,46.86,46.86,45.85,44.83,44.83,43.81,43.81,43.81,43.81,43.81,43.81,43.81,43.81,30.8,30.8,31.71,31.71,31.71,31.71,32.61,32.61,32.61,31.71,31.71,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,5.4
210.04,203.4,200.09,198.98,195.66,194.56,195.66,194.56,194.56,193.45,193.45,192.35,193.45,195.66,195.66,194.56,195.66,196.77,195.66,195.66,156.25,150.9,148.23,148.23,145.56,144.23,145.56,145.56,145.56,144.23,144.23,144.23,144.23,146.9,146.9,145.56,146.9,146.9,146.9,146.9,131.09,130.03,127.9,127.9,125.76,125.76,125.76,125.76,124.7,124.7,125.76,124.7,124.7,126.83,126.83,126.83,126.83,126.83,126.83,125.76,158.13,158.13,156.2,155.24,153.31,153.31,154.27,154.27,152.34,152.34,153.31,153.31,153.31,155.24,155.24,155.24,155.24,155.24,156.2,154.27,103.92,103.92,102.9,101.88,100.86,100.86,100.86,100.86,99.84,100.86,100.86,100.86,100.86,101.88,101.88,101.88,101.88,101.88,102.9,101.88,76.1,76.1,74.29,73.38,73.38,72.48,72.48,72.48,71.57,71.57,72.48,71.57,71.57,72.48,72.48,72.48,72.48,72.48,73.38,72.48,3.4
54.17,50.85,49.75,50.85,50.85,51.96,51.96,53.06,53.06,53.06,54.17,54.17,54.17,54.17,53.06,53.06,54.17,54.17,54.17,54.17,38.73,37.39,36.06,37.39,37.39,37.39,38.73,38.73,38.73,38.73,40.06,40.06,40.06,40.06,38.73,38.73,40.06,40.06,40.06,40.06,36.24,35.17,34.11,35.17,35.17,36.24,35.17,36.24,36.24,36.24,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,40.5,39.53,38.57,39.53,40.5,40.5,40.5,41.46,41.46,41.46,42.42,42.42,42.42,42.42,42.42,41.46,43.39,42.42,42.42,43.39,28.53,27.51,27.51,27.51,28.53,28.53,28.53,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,30.56,29.55,29.55,30.56,19.93,19.03,19.03,19.03,19.03,19.03,19.03,19.93,19.93,19.93,19.93,19.93,19.93,19.93,19.93,19.93,19.93,19.93,19.93,19.93,6.2
99.49,98.38,98.38,96.17,96.17,95.07,96.17,93.96,95.07,92.86,92.86,92.86,92.86,92.86,91.75,92.86,90.65,92.86,90.65,91.75,69.44,69.44,69.44,68.11,68.11,66.77,68.11,66.77,66.77,65.44,65.44,65.44,65.44,65.44,65.44,65.44,64.1,65.44,64.1,65.44,66.08,66.08,66.08,63.95,65.01,63.95,63.95,63.95,62.88,62.88,61.82,62.88,61.82,62.88,61.82,61.82,61.82,61.82,61.82,60.75,75.21,75.21,75.21,73.28,74.24,73.28,73.28,72.31,72.31,72.31,71.35,72.31,71.35,72.31,71.35,71.35,71.35,71.35,71.35,70.39,52.98,52.98,52.98,51.96,52.98,51.96,51.96,51.96,50.94,50.94,50.94,50.94,50.94,51.96,50.94,50.94,50.94,50.94,50.94,49.92,35.33,35.33,35.33,34.43,34.43,34.43,34.43,34.43,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,32.61,5.2
144.81,138.18,138.18,135.97,137.08,149.24,143.71,137.08,134.86,135.97,135.97,133.76,131.55,133.76,133.76,133.76,132.65,130.44,131.55,132.65,93.48,90.81,90.81,89.47,90.81,97.49,94.82,90.81,88.14,89.47,89.47,88.14,86.8,88.14,88.14,88.14,86.8,86.8,86.8,86.8,107.65,102.32,102.32,100.19,101.25,109.78,107.65,102.32,101.25,101.25,102.32,101.25,100.19,100.19,100.19,101.25,100.19,99.12,99.12,100.19,113.78,109.92,109.92,108.95,108.95,117.63,115.7,110.88,108.95,108.95,109.92,108.95,107.99,107.99,107.99,108.95,107.99,107.03,107.03,107.03,81.5,79.47,79.47,78.45,78.45,84.56,83.54,79.47,79.47,78.45,79.47,78.45,78.45,78.45,78.45,78.45,78.45,77.43,77.43,78.45,43.49,42.58,43.49,42.58,42.58,45.3,44.39,42.58,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,40.77,40.77,40.77,8.2
93.96,87.33,84.01,82.91,81.8,79.59,78.49,76.28,72.96,71.85,74.06,75.17,75.17,74.06,72.96,71.85,70.75,71.85,70.75,70.75,66.77,62.77,61.43,60.09,58.76,57.42,56.09,54.75,53.42,53.42,54.75,54.75,54.75,53.42,53.42,53.42,52.08,52.08,52.08,52.08,61.82,59.68,57.55,56.49,55.42,54.36,54.36,52.22,50.09,50.09,51.16,52.22,51.16,51.16,50.09,49.03,49.03,50.09,49.03,49.03,71.35,68.46,66.53,64.6,62.67,61.71,61.71,59.78,57.85,57.85,58.82,59.78,58.82,58.82,56.89,56.89,55.92,56.89,56.89,56.89,48.9,46.86,45.85,44.83,43.81,42.79,43.81,41.77,39.73,39.73,40.75,41.77,40.75,40.75,39.73,39.73,38.71,39.73,38.71,38.71,33.52,32.61,30.8,30.8,29.9,28.99,28.99,28.08,27.18,27.18,28.08,28.08,28.08,27.18,27.18,26.27,26.27,27.18,26.27,27.18,7.2
250.94,280.78,264.2,274.15,273.05,269.73,270.83,273.05,268.62,266.41,264.2,256.46,256.46,254.25,253.15,249.83,246.51,245.41,243.2,243.2,173.61,190.97,180.28,186.96,185.63,184.29,184.29,185.63,182.96,180.28,178.95,174.94,174.94,173.61,172.27,170.94,168.27,166.93,166.93,166.93,176.92,187.58,183.32,188.65,186.51,186.51,185.45,186.51,183.32,183.32,179.05,175.86,176.92,174.79,173.73,170.53,169.46,168.4,168.4,167.33,200.55,211.16,207.3,212.12,210.19,210.19,210.19,211.16,208.27,207.3,202.48,199.59,199.59,197.66,196.7,192.84,191.87,190.91,189.95,188.98,139.58,148.74,145.69,149.76,147.73,147.73,148.74,149.76,146.71,146.71,143.65,140.59,141.61,140.59,139.58,136.52,136.52,135.5,135.5,134.48,86.97,89.69,87.88,88.78,87.88,87.88,87.88,87.88,86.97,86.07,84.25,83.35,83.35,82.44,82.44,80.63,79.72,79.72,79.72,78.82,5.6
226.62,237.67,265.31,255.36,312.84,258.67,267.52,285.21,286.31,253.15,237.67,237.67,234.35,233.25,235.46,207.82,223.3,233.25,234.35,232.14,149.57,156.25,185.63,180.28,200.32,170.94,177.61,189.63,189.63,172.27,166.93,166.93,165.59,164.26,165.59,146.9,157.58,164.26,165.59,164.26,148.15,167.33,167.33,169.46,199.3,191.84,182.25,188.65,186.51,172.66,143.88,159.87,160.94,160.94,159.87,159.87,149.21,157.74,159.87,159.87,165.84,190.91,194.77,197.66,225.62,217.91,208.27,215.02,213.09,196.7,164.88,182.23,185.13,184.16,183.2,183.2,171.63,180.3,183.2,183.2,116.14,131.43,130.41,132.44,158.93,152.82,144.67,149.76,148.74,135.5,113.09,125.31,126.33,126.33,125.31,125.31,118.18,124.29,126.33,126.33,71.57,81.54,84.25,85.16,92.41,90.6,86.97,88.78,87.88,83.35,71.57,77.91,78.82,78.82,78.82,78.82,73.38,77.01,78.82,78.82,4.9
187.93,180.19,177.98,180.19,183.5,179.08,177.98,179.08,176.87,175.77,177.98,177.98,180.19,180.19,182.4,177.98,180.19,179.08,179.08,179.08,126.87,121.53,120.19,121.53,124.2,121.53,120.19,121.53,120.19,118.85,120.19,120.19,121.53,121.53,122.86,120.19,120.19,120.19,120.19,120.19,126.83,125.76,124.7,126.83,127.9,125.76,125.76,124.7,123.63,124.7,124.7,123.63,126.83,128.96,127.9,125.76,125.76,126.83,125.76,124.7,140.77,139.81,137.88,140.77,141.74,139.81,139.81,138.84,137.88,138.84,138.84,137.88,140.77,143.67,142.7,139.81,139.81,140.77,139.81,138.84,99.84,99.84,98.82,100.86,101.88,99.84,100.86,99.84,98.82,99.84,99.84,98.82,100.86,102.9,102.9,100.86,100.86,101.88,100.86,100.86,61.61,60.7,59.79,59.79,60.7,59.79,59.79,58.89,58.89,58.89,58.89,57.98,58.89,59.79,59.79,58.89,57.98,58.89,58.89,57.98,6.4
